scenario,scenario_label,group,cancer,x_index,x_label,x_label_plain,x_axis_title,regime,delta_ibs,display_delta_ibs,raw_delta_ibs,ibs_mean,n_folds,is_interpolated,color
tcga_only_pan_incremental_vs_single_baseline,Pan-cancer TCGA only,TCGA only,KIRP,3,5%,5%,TCGA subset size,tcga_frac0p05,-0.03448624564187333,-0.03448624564187333,-0.03448624564187333,0.1279707063679857,5,0,#ff9000
tcga_only_pan_incremental_vs_single_baseline,Pan-cancer TCGA only,TCGA only,KIRP,4,10%,10%,TCGA subset size,tcga_frac0p10,-0.01932023846842784,-0.01932023846842784,-0.01932023846842784,0.14313671354143118,5,0,#ff9000
tcga_only_pan_incremental_vs_single_baseline,Pan-cancer TCGA only,TCGA only,KIRP,5,20%,20%,TCGA subset size,tcga_frac0p20,-0.0485600652610237,-0.0485600652610237,-0.0485600652610237,0.11389688674883532,5,0,#ff9000
tcga_only_pan_incremental_vs_single_baseline,Pan-cancer TCGA only,TCGA only,KIRP,6,50%,50%,TCGA subset size,tcga_frac0p50,-0.08387839603447288,-0.08387839603447288,-0.08387839603447288,0.07857855597538614,5,0,#ff9000
tcga_only_pan_incremental_vs_single_baseline,Pan-cancer TCGA only,TCGA only,KIRP,7,100%,100%,TCGA subset size,tcga_frac1p00,-0.09108934860795082,-0.09108934860795082,-0.09108934860795082,0.0713676034019082,5,0,#ff9000
tcga_only_pan_incremental_vs_single_baseline,Pan-cancer TCGA only,TCGA only,LAML,0,Single-<br>cancer<br>TCGA,Single- cancer TCGA,TCGA subset size,single_cancer_tcga_baseline,0.0,0.0,0.0,0.2096926347099058,5,0,#bcde00
tcga_only_pan_incremental_vs_single_baseline,Pan-cancer TCGA only,TCGA only,LAML,1,1%,1%,TCGA subset size,tcga_frac0p01,-0.06023125244375205,-0.06023125244375205,-0.06023125244375205,0.14946138226615374,5,0,#bcde00
tcga_only_pan_incremental_vs_single_baseline,Pan-cancer TCGA only,TCGA only,LAML,2,2%,2%,TCGA subset size,tcga_frac0p02,-0.06732059812033225,-0.06732059812033225,-0.06732059812033225,0.14237203658957354,5,0,#bcde00
tcga_only_pan_incremental_vs_single_baseline,Pan-cancer TCGA only,TCGA only,LAML,3,5%,5%,TCGA subset size,tcga_frac0p05,-0.11245251148722527,-0.11245251148722527,-0.11245251148722527,0.09724012322268052,5,0,#bcde00
tcga_only_pan_incremental_vs_single_baseline,Pan-cancer TCGA only,TCGA only,LAML,4,10%,10%,TCGA subset size,tcga_frac0p10,-0.1362731837388353,-0.1362731837388353,-0.1362731837388353,0.0734194509710705,5,0,#bcde00
tcga_only_pan_incremental_vs_single_baseline,Pan-cancer TCGA only,TCGA only,LAML,5,20%,20%,TCGA subset size,tcga_frac0p20,-0.15505961010400982,-0.15505961010400982,-0.15505961010400982,0.054633024605895975,5,0,#bcde00
tcga_only_pan_incremental_vs_single_baseline,Pan-cancer TCGA only,TCGA only,LAML,6,50%,50%,TCGA subset size,tcga_frac0p50,-0.1610210971934816,-0.1610210971934816,-0.1610210971934816,0.048671537516424196,5,0,#bcde00
